countrycode,country,city,year,subject,value,unit
NOR,Norway,Oslo,2012,Employment of the metropolitan area as a share of national value (%),26.69,Percentage
NOR,Norway,Oslo,2012,Unemployment (persons),"18,550.00",Persons
NOR,Norway,Oslo,2012,Unemployment of the metropolitan area as a share of national value (%),22.27,Percentage
NOR,Norway,Oslo,2012,Metropolitan land share of national value (%),2.33,Percentage
NOR,Norway,Oslo,2012,Green area per million people (square meters per million person),298.35,Ratio
NOR,Norway,Oslo,2012,Population of the city area (persons),"612,314.00",Persons
NOR,Norway,Oslo,2012,Labour productivity,"109,541.61",US Dollar
NOR,Norway,Oslo,2012,Population density of the city area (persons per km2),"1,349.01",Ratio
NOR,Norway,Oslo,2012,Total land area of the city (km2),453.9,Square kilometres
NOR,Norway,Oslo,2013,Total population of the metropolitan area (persons),"1,280,812.00",Persons
NOR,Norway,Oslo,2013,Population density (persons per km2),180.42,Ratio
NOR,Norway,Oslo,2013,Total land area (km2),"7,099.16",Square kilometres
NOR,Norway,Oslo,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,5.6,Micrograms per cubic metre
NOR,Norway,Oslo,2013,Employment (persons),"695,095.00",Persons
NOR,Norway,Oslo,2013,Employment of the metropolitan area as a share of national value (%),26.72,Percentage
NOR,Norway,Oslo,2013,Unemployment (persons),"20,271.00",Persons
NOR,Norway,Oslo,2013,Unemployment of the metropolitan area as a share of national value (%),21.99,Percentage
NOR,Norway,Oslo,2013,Metropolitan land share of national value (%),2.33,Percentage
NOR,Norway,Oslo,2013,Green area per million people (square meters per million person),293.96,Ratio
NOR,Norway,Oslo,2013,Population of the city area (persons),"622,345.00",Persons
NOR,Norway,Oslo,2013,Population density of the city area (persons per km2),"1,371.11",Ratio
NOR,Norway,Oslo,2013,Total land area of the city (km2),453.9,Square kilometres
NOR,Norway,Oslo,2014,Total population of the metropolitan area (persons),"1,299,955.00",Persons
NOR,Norway,Oslo,2014,Population density (persons per km2),183.11,Ratio
NOR,Norway,Oslo,2014,Total land area (km2),"7,099.16",Square kilometres
NOR,Norway,Oslo,2014,Employment (persons),"712,221.00",Persons
NOR,Norway,Oslo,2014,Employment of the metropolitan area as a share of national value (%),27.12,Percentage
NOR,Norway,Oslo,2014,Unemployment (persons),"21,967.00",Persons
NOR,Norway,Oslo,2014,Unemployment of the metropolitan area as a share of national value (%),23.17,Percentage
NOR,Norway,Oslo,2014,Metropolitan land share of national value (%),2.33,Percentage
NOR,Norway,Oslo,2014,Green area per million people (square meters per million person),289.63,Ratio
NOR,Norway,Oslo,2014,Population of the city area (persons),"632,540.00",Persons
NOR,Norway,Oslo,2014,Population density of the city area (persons per km2),"1,393.57",Ratio
NOR,Norway,Oslo,2014,Total land area of the city (km2),453.9,Square kilometres
FRA,France,Paris,2008,Total population of the metropolitan area (persons),"11,529,670.00",Persons
FRA,France,Paris,2008,Population density (persons per km2),953.7,Ratio
FRA,France,Paris,2008,Total land area (km2),"12,089.37",Square kilometres
FRA,France,Paris,2008,GDP (millions US$),"698,461.18",US Dollar
FRA,France,Paris,2008,GDP of the metropolitan area as a share of national value (%),30.79,Percentage
FRA,France,Paris,2008,GDP per capita (US$),"60,579.46",US Dollar
FRA,France,Paris,2008,CO2 emissions per capita  (tonnes per inhabitant),7.91,Tonnes
FRA,France,Paris,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,15.31,Micrograms per cubic metre
FRA,France,Paris,2008,Employment (persons),"5,272,536.00",Persons
FRA,France,Paris,2008,Employment of the metropolitan area as a share of national value (%),20.37,Percentage
FRA,France,Paris,2008,Unemployment (persons),"408,751.00",Persons
FRA,France,Paris,2008,Unemployment of the metropolitan area as a share of national value (%),19.8,Percentage
FRA,France,Paris,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.69,Tonnes
FRA,France,Paris,2008,Metropolitan land share of national value (%),2.22,Percentage
FRA,France,Paris,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),6.13,Percentage
FRA,France,Paris,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.25,Tonnes
FRA,France,Paris,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),24.42,Percentage
FRA,France,Paris,2008,Green area per million people (square meters per million person),92.85,Ratio
FRA,France,Paris,2008,Population of the city area (persons),"9,156,338.00",Persons
FRA,France,Paris,2008,CO2 emissions of the metropolitan area as a share of national value (%),22.65,Percentage
FRA,France,Paris,2008,Total land area of the city (km2),"2,031.20",Square kilometres
FRA,France,Paris,2008,Population density of the city area (persons per km2),"4,507.85",Ratio
FRA,France,Paris,2008,Labour productivity,"132,471.58",US Dollar
FRA,France,Paris,2009,Total population of the metropolitan area (persons),"11,610,779.00",Persons
FRA,France,Paris,2009,Population density (persons per km2),960.41,Ratio
FRA,France,Paris,2009,Total land area (km2),"12,089.37",Square kilometres
FRA,France,Paris,2009,GDP (millions US$),"671,949.25",US Dollar
FRA,France,Paris,2009,GDP of the metropolitan area as a share of national value (%),30.54,Percentage
FRA,France,Paris,2009,GDP per capita (US$),"57,872.88",US Dollar
FRA,France,Paris,2009,Employment (persons),"5,215,006.00",Persons
FRA,France,Paris,2009,Employment of the metropolitan area as a share of national value (%),20.34,Percentage
FRA,France,Paris,2009,Unemployment (persons),"480,714.00",Persons
FRA,France,Paris,2009,Unemployment of the metropolitan area as a share of national value (%),18.68,Percentage
FRA,France,Paris,2009,Metropolitan land share of national value (%),2.22,Percentage
FRA,France,Paris,2009,Green area per million people (square meters per million person),92.2,Ratio
FRA,France,Paris,2009,Population of the city area (persons),"9,217,207.00",Persons
FRA,France,Paris,2009,Total land area of the city (km2),"2,031.20",Square kilometres
FRA,France,Paris,2009,Population density of the city area (persons per km2),"4,537.81",Ratio
FRA,France,Paris,2009,Labour productivity,"128,849.18",US Dollar
FRA,France,Paris,2010,Total population of the metropolitan area (persons),"11,693,218.00",Persons
FRA,France,Paris,2010,Population density (persons per km2),967.23,Ratio
FRA,France,Paris,2010,Total land area (km2),"12,089.37",Square kilometres
FRA,France,Paris,2010,GDP (millions US$),"706,856.84",US Dollar
FRA,France,Paris,2010,GDP of the metropolitan area as a share of national value (%),31.49,Percentage
FRA,France,Paris,2010,GDP per capita (US$),"60,450.15",US Dollar
FRA,France,Paris,2010,Employment (persons),"5,114,911.00",Persons
FRA,France,Paris,2010,Employment of the metropolitan area as a share of national value (%),19.91,Percentage
FRA,France,Paris,2010,Unemployment (persons),"504,844.00",Persons
FRA,France,Paris,2010,Unemployment of the metropolitan area as a share of national value (%),19.22,Percentage
FRA,France,Paris,2010,Metropolitan land share of national value (%),2.22,Percentage
FRA,France,Paris,2010,Green area per million people (square meters per million person),91.55,Ratio
FRA,France,Paris,2010,Population of the city area (persons),"9,278,758.00",Persons
FRA,France,Paris,2010,Total land area of the city (km2),"2,031.20",Square kilometres
FRA,France,Paris,2010,Population density of the city area (persons per km2),"4,568.12",Ratio
FRA,France,Paris,2010,Labour productivity,"138,195.33",US Dollar
FRA,France,Paris,2011,Total population of the metropolitan area (persons),"11,777,101.00",Persons
FRA,France,Paris,2011,Population density (persons per km2),974.17,Ratio
FRA,France,Paris,2011,Total land area (km2),"12,089.37",Square kilometres
FRA,France,Paris,2011,GDP (millions US$),"706,596.93",US Dollar
FRA,France,Paris,2011,GDP of the metropolitan area as a share of national value (%),30.82,Percentage
FRA,France,Paris,2011,GDP per capita (US$),"59,997.53",US Dollar
FRA,France,Paris,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,14.15,Micrograms per cubic metre
FRA,France,Paris,2011,Employment (persons),"5,157,316.00",Persons
FRA,France,Paris,2011,Employment of the metropolitan area as a share of national value (%),20.03,Percentage
FRA,France,Paris,2011,Unemployment (persons),"485,106.00",Persons
FRA,France,Paris,2011,Unemployment of the metropolitan area as a share of national value (%),18.66,Percentage
FRA,France,Paris,2011,Metropolitan land share of national value (%),2.22,Percentage
FRA,France,Paris,2011,Green area per million people (square meters per million person),90.9,Ratio
FRA,France,Paris,2011,Population of the city area (persons),"9,341,009.00",Persons
FRA,France,Paris,2011,Total land area of the city (km2),"2,031.20",Square kilometres
FRA,France,Paris,2011,Population density of the city area (persons per km2),"4,598.76",Ratio
FRA,France,Paris,2011,Labour productivity,"137,008.66",US Dollar
FRA,France,Paris,2012,Total population of the metropolitan area (persons),"11,862,466.00",Persons
FRA,France,Paris,2012,Population density (persons per km2),981.23,Ratio
FRA,France,Paris,2012,Total land area (km2),"12,089.37",Square kilometres
FRA,France,Paris,2012,GDP (millions US$),"707,134.27",US Dollar
FRA,France,Paris,2012,GDP of the metropolitan area as a share of national value (%),30.75,Percentage
FRA,France,Paris,2012,GDP per capita (US$),"59,611.07",US Dollar
FRA,France,Paris,2012,Employment (persons),"5,212,138.00",Persons
FRA,France,Paris,2012,Employment of the metropolitan area as a share of national value (%),20.24,Percentage
FRA,France,Paris,2012,Unemployment (persons),"486,600.00",Persons
FRA,France,Paris,2012,Unemployment of the metropolitan area as a share of national value (%),17.34,Percentage
FRA,France,Paris,2012,Metropolitan land share of national value (%),2.22,Percentage
FRA,France,Paris,2012,Green area per million people (square meters per million person),90.24,Ratio
FRA,France,Paris,2012,Population of the city area (persons),"9,403,955.00",Persons
FRA,France,Paris,2012,Total land area of the city (km2),"2,031.20",Square kilometres
FRA,France,Paris,2012,Population density of the city area (persons per km2),"4,629.75",Ratio
FRA,France,Paris,2012,Labour productivity,"135,670.67",US Dollar
FRA,France,Paris,2013,Total population of the metropolitan area (persons),"11,949,377.00",Persons
FRA,France,Paris,2013,Population density (persons per km2),988.42,Ratio
FRA,France,Paris,2013,Total land area (km2),"12,089.37",Square kilometres
FRA,France,Paris,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,14,Micrograms per cubic metre
FRA,France,Paris,2013,Employment (persons),"5,213,997.00",Persons
FRA,France,Paris,2013,Employment of the metropolitan area as a share of national value (%),20.24,Percentage
FRA,France,Paris,2013,Unemployment (persons),"518,384.00",Persons
FRA,France,Paris,2013,Unemployment of the metropolitan area as a share of national value (%),18.34,Percentage
FRA,France,Paris,2013,Metropolitan land share of national value (%),2.22,Percentage
FRA,France,Paris,2013,Green area per million people (square meters per million person),89.59,Ratio
FRA,France,Paris,2013,Population of the city area (persons),"9,467,624.00",Persons
FRA,France,Paris,2013,Total land area of the city (km2),"2,031.20",Square kilometres
FRA,France,Paris,2013,Population density of the city area (persons per km2),"4,661.10",Ratio
FRA,France,Paris,2014,Total population of the metropolitan area (persons),"12,037,889.00",Persons
FRA,France,Paris,2014,Population density (persons per km2),995.74,Ratio
FRA,France,Paris,2014,Total land area (km2),"12,089.37",Square kilometres
FRA,France,Paris,2014,Employment (persons),"5,187,047.00",Persons
FRA,France,Paris,2014,Employment of the metropolitan area as a share of national value (%),20.1,Percentage
FRA,France,Paris,2014,Unemployment (persons),"559,303.00",Persons
FRA,France,Paris,2014,Unemployment of the metropolitan area as a share of national value (%),19.67,Percentage
FRA,France,Paris,2014,Metropolitan land share of national value (%),2.22,Percentage
FRA,France,Paris,2014,Green area per million people (square meters per million person),88.93,Ratio
FRA,France,Paris,2014,Population of the city area (persons),"9,532,016.00",Persons
FRA,France,Paris,2014,Total land area of the city (km2),"2,031.20",Square kilometres
FRA,France,Paris,2014,Population density of the city area (persons per km2),"4,692.80",Ratio
CZE,Czech Republic,Prague,2008,Total population of the metropolitan area (persons),"1,793,588.00",Persons
CZE,Czech Republic,Prague,2008,Population density (persons per km2),456.5,Ratio
CZE,Czech Republic,Prague,2008,Total land area (km2),"3,929.04",Square kilometres
CZE,Czech Republic,Prague,2008,GDP (millions US$),"89,705.63",US Dollar
CZE,Czech Republic,Prague,2008,GDP of the metropolitan area as a share of national value (%),30.82,Percentage
CZE,Czech Republic,Prague,2008,GDP per capita (US$),"50,014.62",US Dollar
CZE,Czech Republic,Prague,2008,CO2 emissions per capita  (tonnes per inhabitant),13.04,Tonnes
CZE,Czech Republic,Prague,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,16.3,Micrograms per cubic metre
CZE,Czech Republic,Prague,2008,Employment (persons),"932,031.00",Persons
CZE,Czech Republic,Prague,2008,Employment of the metropolitan area as a share of national value (%),18.63,Percentage
CZE,Czech Republic,Prague,2008,Unemployment (persons),"20,149.00",Persons
CZE,Czech Republic,Prague,2008,Unemployment of the metropolitan area as a share of national value (%),8.77,Percentage
CZE,Czech Republic,Prague,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),16.63,Percentage
CZE,Czech Republic,Prague,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),3.15,Tonnes
CZE,Czech Republic,Prague,2008,CO2 emissions per capita from transport (tonnes per inhabitant),1.75,Tonnes
CZE,Czech Republic,Prague,2008,Metropolitan land share of national value (%),5.09,Percentage
CZE,Czech Republic,Prague,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),9.65,Percentage
CZE,Czech Republic,Prague,2008,Green area per million people (square meters per million person),281.25,Ratio
CZE,Czech Republic,Prague,2008,Population of the city area (persons),"1,288,845.00",Persons
CZE,Czech Republic,Prague,2008,CO2 emissions of the metropolitan area as a share of national value (%),18.64,Percentage
