countrycode,country,city,year,subject,value
FRA,France,Paris,2009,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
FRA,France,Paris,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FRA,France,Paris,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FRA,France,Paris,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FRA,France,Paris,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FRA,France,Paris,2009,Share of students in higher education in the total population (per 1000 persons),-
FRA,France,Paris,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
FRA,France,Paris,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FRA,France,Paris,2010,Number of children 0-4 in day care or school,-
FRA,France,Paris,2010,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
FRA,France,Paris,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","213,588"
FRA,France,Paris,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"265,204"
FRA,France,Paris,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","745,978"
FRA,France,Paris,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FRA,France,Paris,2010,Share of students in higher education in the total population (per 1000 persons),-
FRA,France,Paris,2010,Proportion of working age population qualified at level 3 or 4 ISCED,20.5
FRA,France,Paris,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",57.6
FRA,France,Paris,2011,Number of children 0-4 in day care or school,-
FRA,France,Paris,2011,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","324,552"
FRA,France,Paris,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","205,756"
FRA,France,Paris,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"263,500"
FRA,France,Paris,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","753,752"
FRA,France,Paris,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FRA,France,Paris,2011,Share of students in higher education in the total population (per 1000 persons),144
FRA,France,Paris,2011,Proportion of working age population qualified at level 3 or 4 ISCED,20.4
FRA,France,Paris,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",58.3
FRA,France,Paris,2012,Number of children 0-4 in day care or school,"46,347"
FRA,France,Paris,2012,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","327,437"
FRA,France,Paris,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","195,817"
FRA,France,Paris,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"255,443"
FRA,France,Paris,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","759,087"
FRA,France,Paris,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,396.2
FRA,France,Paris,2012,Share of students in higher education in the total population (per 1000 persons),146
FRA,France,Paris,2012,Proportion of working age population qualified at level 3 or 4 ISCED,20
FRA,France,Paris,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",59.3
FRA,France,Paris,2013,Number of children 0-4 in day care or school,"46,356"
FRA,France,Paris,2013,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","334,995"
FRA,France,Paris,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FRA,France,Paris,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FRA,France,Paris,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FRA,France,Paris,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,401.8
FRA,France,Paris,2013,Share of students in higher education in the total population (per 1000 persons),150
FRA,France,Paris,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
FRA,France,Paris,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FRA,France,Paris,2014,Number of children 0-4 in day care or school,"45,372"
FRA,France,Paris,2014,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","332,247"
FRA,France,Paris,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","181,213"
FRA,France,Paris,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"247,556"
FRA,France,Paris,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","758,737"
FRA,France,Paris,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,403
FRA,France,Paris,2014,Share of students in higher education in the total population (per 1000 persons),150
FRA,France,Paris,2014,Proportion of working age population qualified at level 3 or 4 ISCED,19.7
FRA,France,Paris,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",60.4
FRA,France,Paris,2015,Number of children 0-4 in day care or school,"43,250"
FRA,France,Paris,2015,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","337,906"
FRA,France,Paris,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FRA,France,Paris,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FRA,France,Paris,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FRA,France,Paris,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FRA,France,Paris,2015,Share of students in higher education in the total population (per 1000 persons),-
FRA,France,Paris,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
FRA,France,Paris,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FRA,France,Paris,2016,Number of children 0-4 in day care or school,"42,309"
FRA,France,Paris,2016,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
FRA,France,Paris,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FRA,France,Paris,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FRA,France,Paris,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FRA,France,Paris,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FRA,France,Paris,2016,Share of students in higher education in the total population (per 1000 persons),-
FRA,France,Paris,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
FRA,France,Paris,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FRA,France,Paris,2017,Number of children 0-4 in day care or school,-
FRA,France,Paris,2017,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
FRA,France,Paris,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FRA,France,Paris,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FRA,France,Paris,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FRA,France,Paris,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FRA,France,Paris,2017,Share of students in higher education in the total population (per 1000 persons),-
FRA,France,Paris,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
FRA,France,Paris,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CZE,Czech Republic,Prague,2008,Number of children 0-4 in day care or school,"20,520"
CZE,Czech Republic,Prague,2008,"Share of early leavers from education and training, total -%",-
CZE,Czech Republic,Prague,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","136,520"
CZE,Czech Republic,Prague,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CZE,Czech Republic,Prague,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CZE,Czech Republic,Prague,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CZE,Czech Republic,Prague,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,330.1
CZE,Czech Republic,Prague,2008,Share of students in higher education in the total population (per 1000 persons),111
CZE,Czech Republic,Prague,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
CZE,Czech Republic,Prague,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CZE,Czech Republic,Prague,2009,Number of children 0-4 in day care or school,"21,920"
CZE,Czech Republic,Prague,2009,"Share of early leavers from education and training, total -%",-
CZE,Czech Republic,Prague,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","142,876"
CZE,Czech Republic,Prague,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CZE,Czech Republic,Prague,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CZE,Czech Republic,Prague,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CZE,Czech Republic,Prague,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,333.2
CZE,Czech Republic,Prague,2009,Share of students in higher education in the total population (per 1000 persons),114
CZE,Czech Republic,Prague,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
CZE,Czech Republic,Prague,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CZE,Czech Republic,Prague,2010,Number of children 0-4 in day care or school,-
CZE,Czech Republic,Prague,2010,"Share of early leavers from education and training, total -%",-
CZE,Czech Republic,Prague,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
CZE,Czech Republic,Prague,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CZE,Czech Republic,Prague,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CZE,Czech Republic,Prague,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CZE,Czech Republic,Prague,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
CZE,Czech Republic,Prague,2010,Share of students in higher education in the total population (per 1000 persons),-
CZE,Czech Republic,Prague,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
CZE,Czech Republic,Prague,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CZE,Czech Republic,Prague,2011,Number of children 0-4 in day care or school,"22,450"
CZE,Czech Republic,Prague,2011,"Share of early leavers from education and training, total -%",-
CZE,Czech Republic,Prague,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","144,650"
CZE,Czech Republic,Prague,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","231,936"
CZE,Czech Republic,Prague,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"596,024"
CZE,Czech Republic,Prague,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","287,214"
CZE,Czech Republic,Prague,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,315.5
CZE,Czech Republic,Prague,2011,Share of students in higher education in the total population (per 1000 persons),116
CZE,Czech Republic,Prague,2011,Proportion of working age population qualified at level 3 or 4 ISCED,80.6
CZE,Czech Republic,Prague,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",38.8
CZE,Czech Republic,Prague,2012,Number of children 0-4 in day care or school,-
CZE,Czech Republic,Prague,2012,"Share of early leavers from education and training, total -%",-
CZE,Czech Republic,Prague,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
CZE,Czech Republic,Prague,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CZE,Czech Republic,Prague,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CZE,Czech Republic,Prague,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CZE,Czech Republic,Prague,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
CZE,Czech Republic,Prague,2012,Share of students in higher education in the total population (per 1000 persons),-
CZE,Czech Republic,Prague,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
CZE,Czech Republic,Prague,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CZE,Czech Republic,Prague,2013,Number of children 0-4 in day care or school,-
CZE,Czech Republic,Prague,2013,"Share of early leavers from education and training, total -%",-
CZE,Czech Republic,Prague,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
CZE,Czech Republic,Prague,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CZE,Czech Republic,Prague,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CZE,Czech Republic,Prague,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CZE,Czech Republic,Prague,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
CZE,Czech Republic,Prague,2013,Share of students in higher education in the total population (per 1000 persons),-
CZE,Czech Republic,Prague,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
CZE,Czech Republic,Prague,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
